TypeNamespacePrefix,TypeName,QualifiedType,PropertyNamespacePrefix,PropertyName,QualifiedProperty,MinOccurs,MaxOccurs,Definition,SequenceNumber
j,BailBondType,j:BailBondType,j,BailBondIssuerEntity,j:BailBondIssuerEntity,0,unbounded,,25
j,BailBondType,j:BailBondType,j,BailBondPaymentDescriptionText,j:BailBondPaymentDescriptionText,0,unbounded,,40
j,BailBondType,j:BailBondType,j,BailBondRevokeDate,j:BailBondRevokeDate,0,unbounded,,50
j,BailBondType,j:BailBondType,j,BailBondSuretyEntity,j:BailBondSuretyEntity,0,unbounded,,60
j,BailBondType,j:BailBondType,j,BailBondTerminationDate,j:BailBondTerminationDate,0,unbounded,,70
j,BailBondType,j:BailBondType,j,BailBondTerminationCategoryText,j:BailBondTerminationCategoryText,0,unbounded,,80
j,BailBondType,j:BailBondType,j,BailBondAugmentationPoint,j:BailBondAugmentationPoint,0,unbounded,,9999
j,BailType,j:BailType,j,BailConditionDescriptionText,j:BailConditionDescriptionText,0,unbounded,,10
j,BailType,j:BailType,j,BailHearingDate,j:BailHearingDate,0,unbounded,,20
j,BailType,j:BailType,j,BailPostedAmount,j:BailPostedAmount,0,unbounded,,30
j,BailType,j:BailType,j,BailPostedBond,j:BailPostedBond,0,unbounded,,40
j,BailType,j:BailType,j,BailPostedDate,j:BailPostedDate,0,unbounded,,50
j,BailType,j:BailType,j,BailRequirementText,j:BailRequirementText,0,unbounded,,60
j,BailType,j:BailType,j,BailRevokedDate,j:BailRevokedDate,0,unbounded,,70
j,BailType,j:BailType,j,BailSetAmount,j:BailSetAmount,0,unbounded,,80
j,BailType,j:BailType,j,BailSetAmountText,j:BailSetAmountText,0,unbounded,,90
j,BailType,j:BailType,j,BailSetCourt,j:BailSetCourt,0,unbounded,,100
j,BailType,j:BailType,j,BailSubject,j:BailSubject,0,unbounded,,110
j,BailType,j:BailType,j,BailAugmentationPoint,j:BailAugmentationPoint,0,unbounded,,9999
em,BarcodeType,em:BarcodeType,nc,ItemBarCodeIdentification,nc:ItemBarCodeIdentification,0,unbounded,,1
em,BarcodeType,em:BarcodeType,em,BarcodeCode,em:BarcodeCode,0,unbounded,,2
em,BarcodeType,em:BarcodeType,em,BarcodeContentText,em:BarcodeContentText,0,unbounded,,3
em,BarcodeType,em:BarcodeType,em,BarcodeImage,em:BarcodeImage,0,unbounded,,4
em,BarcodeType,em:BarcodeType,em,BarcodeAugmentationPoint,em:BarcodeAugmentationPoint,0,unbounded,,9999
nc,BearingType,nc:BearingType,nc,Inclination,nc:Inclination,0,unbounded,,10
nc,BearingType,nc:BearingType,nc,Azimuth,nc:Azimuth,0,unbounded,,10
nc,BearingType,nc:BearingType,nc,BearingAugmentationPoint,nc:BearingAugmentationPoint,0,unbounded,,9999
scr,BenefitApplicationEncounterType,scr:BenefitApplicationEncounterType,scr,BenefitApplicationSubmittedDate,scr:BenefitApplicationSubmittedDate,0,unbounded,,98
scr,BenefitApplicationEncounterType,scr:BenefitApplicationEncounterType,scr,ApplicationStatusReasonText,scr:ApplicationStatusReasonText,0,unbounded,,670
scr,BenefitApplicationEncounterType,scr:BenefitApplicationEncounterType,scr,BenefitApplicationStatus,scr:BenefitApplicationStatus,0,unbounded,,680
scr,BenefitApplicationEncounterType,scr:BenefitApplicationEncounterType,scr,BenefitApplicationReceiptNumberID,scr:BenefitApplicationReceiptNumberID,0,unbounded,,700
scr,BenefitApplicationEncounterType,scr:BenefitApplicationEncounterType,im,ImmigrationBenefitRequest,im:ImmigrationBenefitRequest,0,unbounded,,710
scr,BenefitApplicationEncounterType,scr:BenefitApplicationEncounterType,scr,BenefitApplicationClassification,scr:BenefitApplicationClassification,0,unbounded,,720
scr,BenefitApplicationEncounterType,scr:BenefitApplicationEncounterType,scr,BenefitApplicationEncounterAugmentationPoint,scr:BenefitApplicationEncounterAugmentationPoint,0,unbounded,,9999
scr,BenefitApplicationStatusType,scr:BenefitApplicationStatusType,scr,BenefitApplicationStatusCategory,scr:BenefitApplicationStatusCategory,0,unbounded,,720
scr,BenefitApplicationStatusType,scr:BenefitApplicationStatusType,scr,BenefitApplicationStatusAugmentationPoint,scr:BenefitApplicationStatusAugmentationPoint,0,unbounded,,9999
scr,BenefitApplicationType,scr:BenefitApplicationType,scr,BenefitApplicationCategoryDescriptionText,scr:BenefitApplicationCategoryDescriptionText,0,unbounded,,700
scr,BenefitApplicationType,scr:BenefitApplicationType,scr,BenefitApplicationCategory,scr:BenefitApplicationCategory,0,unbounded,,710
scr,BenefitApplicationType,scr:BenefitApplicationType,scr,BenefitApplicationAugmentationPoint,scr:BenefitApplicationAugmentationPoint,0,unbounded,,9999
scr,BenefitDocumentStatusType,scr:BenefitDocumentStatusType,scr,BenefitApplicationStatus,scr:BenefitApplicationStatus,0,unbounded,,710
scr,BenefitDocumentStatusType,scr:BenefitDocumentStatusType,scr,BenefitDocumentStatusCodeAbstract,scr:BenefitDocumentStatusCodeAbstract,0,unbounded,,730
scr,BenefitDocumentStatusType,scr:BenefitDocumentStatusType,scr,BenefitDocumentStatusAugmentationPoint,scr:BenefitDocumentStatusAugmentationPoint,0,unbounded,,9999
scr,BenefitDocumentType,scr:BenefitDocumentType,scr,BenefitDocumentStatus,scr:BenefitDocumentStatus,0,unbounded,,730
scr,BenefitDocumentType,scr:BenefitDocumentType,scr,BenefitDocumentCategoryDescriptionText,scr:BenefitDocumentCategoryDescriptionText,0,unbounded,,750
scr,BenefitDocumentType,scr:BenefitDocumentType,scr,BenefitDocumentCategory,scr:BenefitDocumentCategory,0,unbounded,,760
scr,BenefitDocumentType,scr:BenefitDocumentType,scr,BenefitDocumentAugmentationPoint,scr:BenefitDocumentAugmentationPoint,0,unbounded,,9999
j,BinaryAugmentationType,j:BinaryAugmentationType,j,BinaryHashValue,j:BinaryHashValue,0,unbounded,,10
j,BinaryAugmentationType,j:BinaryAugmentationType,cbrn,MIMEContentCode,cbrn:MIMEContentCode,0,unbounded,,10
j,BinaryHashValueType,j:BinaryHashValueType,j,HashValueText,j:HashValueText,0,unbounded,,10
j,BinaryHashValueType,j:BinaryHashValueType,j,HashValueMethodAlgorithmText,j:HashValueMethodAlgorithmText,0,unbounded,,10
j,BinaryHashValueType,j:BinaryHashValueType,j,HashValueBase64BinaryObject,j:HashValueBase64BinaryObject,0,unbounded,,10
j,BinaryHashValueType,j:BinaryHashValueType,j,BinaryHashValueAugmentationPoint,j:BinaryHashValueAugmentationPoint,0,unbounded,,9999
nc,BinaryType,nc:BinaryType,nc,BinaryID,nc:BinaryID,0,unbounded,,5
nc,BinaryType,nc:BinaryType,nc,BinaryLocationText,nc:BinaryLocationText,0,unbounded,,10
nc,BinaryType,nc:BinaryType,nc,BinaryCategory,nc:BinaryCategory,0,unbounded,,10
nc,BinaryType,nc:BinaryType,nc,BinaryAvailableIndicator,nc:BinaryAvailableIndicator,0,unbounded,,20
nc,BinaryType,nc:BinaryType,nc,BinaryObject,nc:BinaryObject,0,unbounded,,26
nc,BinaryType,nc:BinaryType,nc,BinaryCaptureDate,nc:BinaryCaptureDate,0,unbounded,,30
nc,BinaryType,nc:BinaryType,nc,BinaryCapturer,nc:BinaryCapturer,0,unbounded,,70
nc,BinaryType,nc:BinaryType,nc,BinaryDescriptionText,nc:BinaryDescriptionText,0,unbounded,,75
nc,BinaryType,nc:BinaryType,nc,BinaryFormatText,nc:BinaryFormatText,0,unbounded,,80
nc,BinaryType,nc:BinaryType,nc,BinaryFormatStandardName,nc:BinaryFormatStandardName,0,unbounded,,90
nc,BinaryType,nc:BinaryType,nc,BinaryURI,nc:BinaryURI,0,unbounded,,120
nc,BinaryType,nc:BinaryType,nc,BinarySizeValue,nc:BinarySizeValue,0,unbounded,,130
nc,BinaryType,nc:BinaryType,nc,BinaryAugmentationPoint,nc:BinaryAugmentationPoint,0,unbounded,,9999
scr,BiographicType,scr:BiographicType,scr,BiographicIdentification,scr:BiographicIdentification,0,unbounded,,1000
scr,BiographicType,scr:BiographicType,scr,UnknownSubjectIndicator,scr:UnknownSubjectIndicator,0,unbounded,,2560
scr,BiographicType,scr:BiographicType,scr,BirthID,scr:BirthID,0,unbounded,,2580
scr,BiographicType,scr:BiographicType,scr,BirthplaceNearLargeCityDistanceMilesLengthMeasure,scr:BirthplaceNearLargeCityDistanceMilesLengthMeasure,0,unbounded,,2600
scr,BiographicType,scr:BiographicType,scr,BirthplaceNearLargeCityName,scr:BirthplaceNearLargeCityName,0,unbounded,,2610
scr,BiographicType,scr:BiographicType,scr,ComplexionCategory,scr:ComplexionCategory,0,unbounded,,2620
scr,BiographicType,scr:BiographicType,nc,PersonReligion,nc:PersonReligion,0,unbounded,,2640
scr,BiographicType,scr:BiographicType,scr,BiographicAugmentationPoint,scr:BiographicAugmentationPoint,0,unbounded,,9999
cyfs,BiologicalParentChildAssociationType,cyfs:BiologicalParentChildAssociationType,cyfs,PersonUnionAtBirthIndicator,cyfs:PersonUnionAtBirthIndicator,0,unbounded,,1
cyfs,BiologicalParentChildAssociationType,cyfs:BiologicalParentChildAssociationType,cyfs,PersonUnionAtConceptionIndicator,cyfs:PersonUnionAtConceptionIndicator,0,unbounded,,2
cyfs,BiologicalParentChildAssociationType,cyfs:BiologicalParentChildAssociationType,cyfs,BiologicalParentChildAssociationAugmentationPoint,cyfs:BiologicalParentChildAssociationAugmentationPoint,0,unbounded,,9999
j,BiologicTestType,j:BiologicTestType,j,TestCollectionDate,j:TestCollectionDate,0,unbounded,,10
j,BiologicTestType,j:BiologicTestType,j,TestCollectionSampleID,j:TestCollectionSampleID,0,unbounded,,10
j,BiologicTestType,j:BiologicTestType,j,TestCollectionSampleCategoryText,j:TestCollectionSampleCategoryText,0,unbounded,,10
j,BiologicTestType,j:BiologicTestType,j,BiologicTestAugmentationPoint,j:BiologicTestAugmentationPoint,0,unbounded,,9999
intel,BiometricAugmentationType,intel:BiometricAugmentationType,intel,CBEFFText,intel:CBEFFText,0,unbounded,,340
biom,BiometricCaptureMetricType,biom:BiometricCaptureMetricType,biom,MetricCodeText,biom:MetricCodeText,0,unbounded,Code specifying the capture quality metric data being provided,1
biom,BiometricCaptureMetricType,biom:BiometricCaptureMetricType,biom,MetricValue,biom:MetricValue,0,unbounded,Value associated with the metric code being supplied,2
biom,BiometricCaptureMetricType,biom:BiometricCaptureMetricType,biom,VendorName,biom:VendorName,0,unbounded,Vendor providing the metric and metric value for the image captured,3
biom,BiometricCaptureMetricType,biom:BiometricCaptureMetricType,biom,BiometricCaptureMetricAugmentationPoint,biom:BiometricCaptureMetricAugmentationPoint,0,unbounded,,9999
biom,BiometricCaptureType,biom:BiometricCaptureType,biom,CaptureLocation,biom:CaptureLocation,0,unbounded,,1
biom,BiometricCaptureType,biom:BiometricCaptureType,biom,CaptureUTCDateTime,biom:CaptureUTCDateTime,0,unbounded,,2
biom,BiometricCaptureType,biom:BiometricCaptureType,biom,CaptureDate,biom:CaptureDate,0,unbounded,,3
biom,BiometricCaptureType,biom:BiometricCaptureType,biom,BiometricCaptureDescriptionText,biom:BiometricCaptureDescriptionText,0,unbounded,,4
biom,BiometricCaptureType,biom:BiometricCaptureType,biom,BiometricCaptureDuration,biom:BiometricCaptureDuration,0,unbounded,,5
biom,BiometricCaptureType,biom:BiometricCaptureType,biom,BiometricCaptureSource,biom:BiometricCaptureSource,0,unbounded,,6
biom,BiometricCaptureType,biom:BiometricCaptureType,biom,CaptureOrganization,biom:CaptureOrganization,0,unbounded,,7
biom,BiometricCaptureType,biom:BiometricCaptureType,biom,CaptureDeviceName,biom:CaptureDeviceName,0,unbounded,,8
biom,BiometricCaptureType,biom:BiometricCaptureType,biom,CaptureDeviceMakeText,biom:CaptureDeviceMakeText,0,unbounded,,9
biom,BiometricCaptureType,biom:BiometricCaptureType,biom,CaptureDeviceModelText,biom:CaptureDeviceModelText,0,unbounded,,10
biom,BiometricCaptureType,biom:BiometricCaptureType,biom,CaptureDeviceSerialNumberText,biom:CaptureDeviceSerialNumberText,0,unbounded,,11
biom,BiometricCaptureType,biom:BiometricCaptureType,biom,CaptureDeviceVersionText,biom:CaptureDeviceVersionText,0,unbounded,,12
biom,BiometricCaptureType,biom:BiometricCaptureType,biom,BiometricCaptureMetric,biom:BiometricCaptureMetric,0,unbounded,,13
biom,BiometricCaptureType,biom:BiometricCaptureType,biom,BiometricCaptureAugmentationPoint,biom:BiometricCaptureAugmentationPoint,0,unbounded,,9999
biom,BiometricClassificationType,biom:BiometricClassificationType,biom,BiometricClassificationCategoryCode,biom:BiometricClassificationCategoryCode,0,unbounded,,1
biom,BiometricClassificationType,biom:BiometricClassificationType,biom,BiometricClassificationCategoryDescriptionText,biom:BiometricClassificationCategoryDescriptionText,0,unbounded,,2
biom,BiometricClassificationType,biom:BiometricClassificationType,biom,BiometricClassificationAugmentationPoint,biom:BiometricClassificationAugmentationPoint,0,unbounded,,9999
biom,BiometricCoordinateType,biom:BiometricCoordinateType,biom,CoordinateCategoryText,biom:CoordinateCategoryText,0,unbounded,,1
biom,BiometricCoordinateType,biom:BiometricCoordinateType,biom,CoordinateCategoryDescriptionText,biom:CoordinateCategoryDescriptionText,0,unbounded,,2
biom,BiometricCoordinateType,biom:BiometricCoordinateType,biom,BiometricCoordinateIdentification,biom:BiometricCoordinateIdentification,0,unbounded,,3
biom,BiometricCoordinateType,biom:BiometricCoordinateType,biom,LeftIsQuantity,biom:LeftIsQuantity,0,unbounded,,4
biom,BiometricCoordinateType,biom:BiometricCoordinateType,biom,TopIsQuantity,biom:TopIsQuantity,0,unbounded,,5
biom,BiometricCoordinateType,biom:BiometricCoordinateType,biom,RightIsQuantity,biom:RightIsQuantity,0,unbounded,,6
biom,BiometricCoordinateType,biom:BiometricCoordinateType,biom,BottomIsQuantity,biom:BottomIsQuantity,0,unbounded,,7
biom,BiometricCoordinateType,biom:BiometricCoordinateType,biom,QualityValue,biom:QualityValue,0,unbounded,,8
biom,BiometricCoordinateType,biom:BiometricCoordinateType,biom,BiometricCoordinateAugmentationPoint,biom:BiometricCoordinateAugmentationPoint,0,unbounded,,9999
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricIdentification,biom:BiometricIdentification,0,unbounded,,1
biom,BiometricDataType,biom:BiometricDataType,biom,Transaction,biom:Transaction,0,unbounded,,2
biom,BiometricDataType,biom:BiometricDataType,biom,ANSIRecordCategoryCode,biom:ANSIRecordCategoryCode,0,unbounded,,3
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricClassification,biom:BiometricClassification,0,unbounded,,4
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricDetail,biom:BiometricDetail,0,unbounded,,5
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricImage,biom:BiometricImage,0,unbounded,,6
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricCapture,biom:BiometricCapture,0,unbounded,,7
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricEncodingMethodText,biom:BiometricEncodingMethodText,0,unbounded,,8
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricDescriptionText,biom:BiometricDescriptionText,0,unbounded,,9
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricStatus,biom:BiometricStatus,0,unbounded,,10
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricBinary,biom:BiometricBinary,0,unbounded,,11
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricLabAnalysisText,biom:BiometricLabAnalysisText,0,unbounded,,12
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricCapturer,biom:BiometricCapturer,0,unbounded,,13
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricTester,biom:BiometricTester,0,unbounded,,14
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricTestMethodText,biom:BiometricTestMethodText,0,unbounded,,15
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricTestDate,biom:BiometricTestDate,0,unbounded,,16
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricTestDescriptionText,biom:BiometricTestDescriptionText,0,unbounded,,17
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricRepositoryOrganization,biom:BiometricRepositoryOrganization,0,unbounded,,18
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricRepositoryDescriptionText,biom:BiometricRepositoryDescriptionText,0,unbounded,,19
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricAccuracyDescriptionText,biom:BiometricAccuracyDescriptionText,0,unbounded,,20
biom,BiometricDataType,biom:BiometricDataType,biom,QualityThresholdText,biom:QualityThresholdText,0,unbounded,,21
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricValueText,biom:BiometricValueText,0,unbounded,,22
biom,BiometricDataType,biom:BiometricDataType,biom,QualityConfidenceLevelText,biom:QualityConfidenceLevelText,0,unbounded,,23
biom,BiometricDataType,biom:BiometricDataType,biom,InformationAssuranceRecord,biom:InformationAssuranceRecord,0,unbounded,,24
biom,BiometricDataType,biom:BiometricDataType,biom,BiometricDataAugmentationPoint,biom:BiometricDataAugmentationPoint,0,unbounded,,9999
j,BirthType,j:BirthType,j,BirthChildBirthOrderNumeric,j:BirthChildBirthOrderNumeric,0,unbounded,,10
j,BirthType,j:BirthType,j,BirthAttendant,j:BirthAttendant,0,unbounded,,10
j,BirthType,j:BirthType,j,BirthRegistration,j:BirthRegistration,0,unbounded,,10
j,BirthType,j:BirthType,j,PersonHospitalBirthIndicator,j:PersonHospitalBirthIndicator,0,unbounded,,20
j,BirthType,j:BirthType,j,BirthAugmentationPoint,j:BirthAugmentationPoint,0,unbounded,,9999
j,BookingTelephoneCallType,j:BookingTelephoneCallType,j,BookingTelephoneCallDate,j:BookingTelephoneCallDate,0,unbounded,,10
j,BookingTelephoneCallType,j:BookingTelephoneCallType,j,BookingTelephoneCallSupervisingOfficial,j:BookingTelephoneCallSupervisingOfficial,0,unbounded,,30
j,BookingTelephoneCallType,j:BookingTelephoneCallType,j,BookingTelephoneCallAugmentationPoint,j:BookingTelephoneCallAugmentationPoint,0,unbounded,,9999
j,BookingType,j:BookingType,j,BookingAdditionalChargesIndicator,j:BookingAdditionalChargesIndicator,0,unbounded,,10
j,BookingType,j:BookingType,j,SubjectArmedDescriptionText,j:SubjectArmedDescriptionText,0,unbounded,,10
j,BookingType,j:BookingType,j,BookingInterviewObservation,j:BookingInterviewObservation,0,unbounded,,10
j,BookingType,j:BookingType,j,FingerprintDate,j:FingerprintDate,0,unbounded,,10
j,BookingType,j:BookingType,j,IAFISIndicator,j:IAFISIndicator,0,unbounded,,10
j,BookingType,j:BookingType,j,BookingAgency,j:BookingAgency,0,unbounded,,20
j,BookingType,j:BookingType,j,BookingAgencyRecordIdentification,j:BookingAgencyRecordIdentification,0,unbounded,,30
j,BookingType,j:BookingType,j,BookingArraignmentDate,j:BookingArraignmentDate,0,unbounded,,40
j,BookingType,j:BookingType,j,BookingCourtCaseIdentification,j:BookingCourtCaseIdentification,0,unbounded,,60
j,BookingType,j:BookingType,j,BookingDepositedItem,j:BookingDepositedItem,0,unbounded,,70
j,BookingType,j:BookingType,j,BookingDetentionFacility,j:BookingDetentionFacility,0,unbounded,,80
j,BookingType,j:BookingType,j,BookingDocumentControlIdentification,j:BookingDocumentControlIdentification,0,unbounded,,90
j,BookingType,j:BookingType,j,BookingEmployee,j:BookingEmployee,0,unbounded,,100
j,BookingType,j:BookingType,j,BookingFacility,j:BookingFacility,0,unbounded,,110
j,BookingType,j:BookingType,j,BookingFileIdentification,j:BookingFileIdentification,0,unbounded,,120
j,BookingType,j:BookingType,j,BookingRelease,j:BookingRelease,0,unbounded,,130
j,BookingType,j:BookingType,j,BookingReleaseCorrectionsAnalyst,j:BookingReleaseCorrectionsAnalyst,0,unbounded,,140
j,BookingType,j:BookingType,j,BookingReportingDistrictText,j:BookingReportingDistrictText,0,unbounded,,150
j,BookingType,j:BookingType,j,BookingRetainedItem,j:BookingRetainedItem,0,unbounded,,160
j,BookingType,j:BookingType,j,BookingSealedIndicator,j:BookingSealedIndicator,0,unbounded,,170
j,BookingType,j:BookingType,j,BookingSearchOfficial,j:BookingSearchOfficial,0,unbounded,,180
j,BookingType,j:BookingType,j,BookingSeizedItem,j:BookingSeizedItem,0,unbounded,,190
j,BookingType,j:BookingType,j,BookingSubject,j:BookingSubject,0,unbounded,,200
j,BookingType,j:BookingType,j,BookingSubjectCustodyTransfer,j:BookingSubjectCustodyTransfer,0,unbounded,,210
j,BookingType,j:BookingType,j,BookingTelephoneCall,j:BookingTelephoneCall,0,unbounded,,220
j,BookingType,j:BookingType,j,BookingTransportOfficial,j:BookingTransportOfficial,0,unbounded,,230
j,BookingType,j:BookingType,j,Arrest,j:Arrest,0,unbounded,,240
j,BookingType,j:BookingType,j,BookingCategory,j:BookingCategory,0,unbounded,,250
j,BookingType,j:BookingType,j,SubjectArmedWith,j:SubjectArmedWith,0,unbounded,,260
j,BookingType,j:BookingType,j,BookingAugmentationPoint,j:BookingAugmentationPoint,0,unbounded,,9999
it,BorderTransportMeansType,it:BorderTransportMeansType,it,BorderTransportMeansNationalityText,it:BorderTransportMeansNationalityText,0,unbounded,,10
it,BorderTransportMeansType,it:BorderTransportMeansType,it,Itinerary,it:Itinerary,0,unbounded,,19
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportEquipment,it:TransportEquipment,0,unbounded,,20
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportMeansActualFirstDepartureDate,it:TransportMeansActualFirstDepartureDate,0,unbounded,,21
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportMeansActualFirstArrivalDate,it:TransportMeansActualFirstArrivalDate,0,unbounded,,22
it,BorderTransportMeansType,it:BorderTransportMeansType,it,Master,it:Master,0,unbounded,,25
it,BorderTransportMeansType,it:BorderTransportMeansType,it,CrewMember,it:CrewMember,0,unbounded,,26
it,BorderTransportMeansType,it:BorderTransportMeansType,it,NonVesselOperatingCarrier,it:NonVesselOperatingCarrier,0,unbounded,,27
it,BorderTransportMeansType,it:BorderTransportMeansType,it,Carrier,it:Carrier,0,unbounded,,28
it,BorderTransportMeansType,it:BorderTransportMeansType,it,ConsortiumCarrier,it:ConsortiumCarrier,0,unbounded,,29
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportMeansStayIdentification,it:TransportMeansStayIdentification,0,unbounded,,140
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportMeansConsignmentUnloadingDate,it:TransportMeansConsignmentUnloadingDate,0,unbounded,,150
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportMeansCrewQuantity,it:TransportMeansCrewQuantity,0,unbounded,,160
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportMeansGrossWeightMeasure,it:TransportMeansGrossWeightMeasure,0,unbounded,,170
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportMeansNetWeightMeasure,it:TransportMeansNetWeightMeasure,0,unbounded,,180
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportMeansPassengerQuantity,it:TransportMeansPassengerQuantity,0,unbounded,,190
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportMeansCallPurposeText,it:TransportMeansCallPurposeText,0,unbounded,,200
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportMeansContainerQuantity,it:TransportMeansContainerQuantity,0,unbounded,,210
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportMeansDepartureDate,it:TransportMeansDepartureDate,0,unbounded,,220
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportMeansArrivalDate,it:TransportMeansArrivalDate,0,unbounded,,230
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportMeansVesselHeightMeasure,it:TransportMeansVesselHeightMeasure,0,unbounded,,250
it,BorderTransportMeansType,it:BorderTransportMeansType,it,TransportMeansVesselLengthMeasure,it:TransportMeansVesselLengthMeasure,0,unbounded,,260
it,BorderTransportMeansType,it:BorderTransportMeansType,it,BorderTransportMeansAugmentationPoint,it:BorderTransportMeansAugmentationPoint,0,unbounded,,9999
it,BrokerType,it:BrokerType,it,BrokerIdentification,it:BrokerIdentification,0,unbounded,,30
it,BrokerType,it:BrokerType,it,BrokerIDCategory,it:BrokerIDCategory,0,unbounded,,31
it,BrokerType,it:BrokerType,it,RoleOfParty,it:RoleOfParty,0,unbounded,,32
it,BrokerType,it:BrokerType,it,BrokerAugmentationPoint,it:BrokerAugmentationPoint,0,unbounded,,9999
it,BuyerType,it:BuyerType,it,BuyerIdentification,it:BuyerIdentification,0,unbounded,,33
it,BuyerType,it:BuyerType,it,BuyerIDCategory,it:BuyerIDCategory,0,unbounded,,34
it,BuyerType,it:BuyerType,it,RoleOfParty,it:RoleOfParty,0,unbounded,,35
it,BuyerType,it:BuyerType,it,BuyerAugmentationPoint,it:BuyerAugmentationPoint,0,unbounded,,9999
intel,CapabilityAugmentationType,intel:CapabilityAugmentationType,intel,CapabilityProficiencyText,intel:CapabilityProficiencyText,0,unbounded,,730
mo,CapabilityType,mo:CapabilityType,mo,CapabilityName,mo:CapabilityName,0,unbounded,,10
nc,CapabilityType,nc:CapabilityType,nc,CapabilityGeneralCategoryText,nc:CapabilityGeneralCategoryText,0,unbounded,,10
mo,CapabilityType,mo:CapabilityType,mo,CapabilityIdentification,mo:CapabilityIdentification,0,unbounded,,20
nc,CapabilityType,nc:CapabilityType,nc,CapabilityCategoryText,nc:CapabilityCategoryText,0,unbounded,,20
nc,CapabilityType,nc:CapabilityType,nc,CapabilityDescriptionText,nc:CapabilityDescriptionText,0,unbounded,,30
mo,CapabilityType,mo:CapabilityType,mo,CapabilityStartDate,mo:CapabilityStartDate,0,unbounded,,30
mo,CapabilityType,mo:CapabilityType,mo,CapabilityEndDate,mo:CapabilityEndDate,0,unbounded,,40
nc,CapabilityType,nc:CapabilityType,nc,CapabilityIsLimitationIndicator,nc:CapabilityIsLimitationIndicator,0,unbounded,,40
mo,CapabilityType,mo:CapabilityType,nc,CapabilityCategoryText,nc:CapabilityCategoryText,0,unbounded,,50
nc,CapabilityType,nc:CapabilityType,nc,CapabilityAugmentationPoint,nc:CapabilityAugmentationPoint,0,unbounded,,9999
mo,CapabilityType,mo:CapabilityType,mo,CapabilityAugmentationPoint,mo:CapabilityAugmentationPoint,0,unbounded,,9999
m,CaptainOfThePortZoneType,m:CaptainOfThePortZoneType,m,COTPZoneRegion,m:COTPZoneRegion,0,unbounded,,1
m,CaptainOfThePortZoneType,m:CaptainOfThePortZoneType,m,COTPZoneContactInformation,m:COTPZoneContactInformation,0,unbounded,,2
m,CaptainOfThePortZoneType,m:CaptainOfThePortZoneType,m,COTPZoneGoverningEntity,m:COTPZoneGoverningEntity,0,unbounded,,3
m,CaptainOfThePortZoneType,m:CaptainOfThePortZoneType,m,CaptainOfThePortZoneAugmentationPoint,m:CaptainOfThePortZoneAugmentationPoint,0,unbounded,,9999
biom,CaptureLocationType,biom:CaptureLocationType,biom,LocationAlternateGeographicSystemValue,biom:LocationAlternateGeographicSystemValue,0,unbounded,,1
biom,CaptureLocationType,biom:CaptureLocationType,biom,CaptureLocationAugmentationPoint,biom:CaptureLocationAugmentationPoint,0,unbounded,,9999
scr,CargoFlightPlanSummaryAssociationType,scr:CargoFlightPlanSummaryAssociationType,m,Cargo,m:Cargo,0,unbounded,,10
scr,CargoFlightPlanSummaryAssociationType,scr:CargoFlightPlanSummaryAssociationType,scr,FlightPlanSummary,scr:FlightPlanSummary,0,unbounded,,10
scr,CargoFlightPlanSummaryAssociationType,scr:CargoFlightPlanSummaryAssociationType,scr,CargoFlightPlanSummaryAssociationAugmentationPoint,scr:CargoFlightPlanSummaryAssociationAugmentationPoint,0,unbounded,,9999
m,CargoItemType,m:CargoItemType,m,MaximumAcceptableTemperatureMeasure,m:MaximumAcceptableTemperatureMeasure,0,unbounded,,1
