PropertyNamespacePrefix,PropertyName,QualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,Definition,TypeNamespacePrefix,TypeName,QualifiedType,SubstitutionGroupPropertyNamespacePrefix,SubstitutionGroupPropertyName,SubstitutionGroupQualifiedProperty
j,DriverLicenseMedicalSelfCertification,j:DriverLicenseMedicalSelfCertification,TRUE,TRUE,,,,A data concept for a driver's self certification of the commercial driver's status regarding 49 CFR 390.3 and the type of driving.,,,,,,
j,DriverLicenseMedicalSelfCertificationCode,j:DriverLicenseMedicalSelfCertificationCode,TRUE,FALSE,,,,A driver's self certification of the commercial driver's status regarding 49 CFR 390.3 and the type of driving.,aamva_d20,DriverLicenseMedicalSelfCertificationCodeType,aamva_d20:DriverLicenseMedicalSelfCertificationCodeType,j,DriverLicenseMedicalSelfCertification,j:DriverLicenseMedicalSelfCertification
j,DriverLicenseNonCommercialClassText,j:DriverLicenseNonCommercialClassText,TRUE,FALSE,,,,A kind of non-commercial vehicle that a licensed driver has been examined on and approved to operate.,nc,TextType,nc:TextType,,,
j,DriverLicenseNonCommercialStatus,j:DriverLicenseNonCommercialStatus,TRUE,TRUE,,,,A data concept for a current status of an individual's non-commercial privilege (base) type.,,,,,,
j,DriverLicenseNonCommercialStatusCode,j:DriverLicenseNonCommercialStatusCode,TRUE,FALSE,,,,A current status of an individual's non-commercial privilege (base) type.,aamva_d20,DrivingStatusCodeType,aamva_d20:DrivingStatusCodeType,j,DriverLicenseNonCommercialStatus,j:DriverLicenseNonCommercialStatus
j,DriverLicenseNonCommercialStatusText,j:DriverLicenseNonCommercialStatusText,TRUE,FALSE,,,,A current status of an individual's non-commercial privilege (base) type.,nc,TextType,nc:TextType,j,DriverLicenseNonCommercialStatus,j:DriverLicenseNonCommercialStatus
j,DriverLicensePermit,j:DriverLicensePermit,TRUE,FALSE,,,,A driver license permit issued to a driver granting conditional or limited driving privileges.,j,DriverLicensePermitType,j:DriverLicensePermitType,,,
j,DriverLicensePermitAugmentationPoint,j:DriverLicensePermitAugmentationPoint,TRUE,TRUE,,,,An augmentation point for DriverLicensePermitType.,,,,,,
j,DriverLicensePermitClassificationText,j:DriverLicensePermitClassificationText,TRUE,FALSE,,,,A kind of commercial or non-commercial vehicle that a licensed driver has been examined on and approved to operate subject to a permit.,nc,TextType,nc:TextType,,,
j,DriverLicensePermitEndorsement,j:DriverLicensePermitEndorsement,TRUE,FALSE,,,,An endorsement on a driver license which authorizes the operation of specified types of vehicles carrying specified loads.,j,DriverLicensePermitEndorsementType,j:DriverLicensePermitEndorsementType,,,
j,DriverLicensePermitEndorsementAugmentationPoint,j:DriverLicensePermitEndorsementAugmentationPoint,TRUE,TRUE,,,,An augmentation point for type j:DriverLicensePermitEndorsementType,,,,,,
j,DriverLicensePermitEndorsementCode,j:DriverLicensePermitEndorsementCode,TRUE,FALSE,,,,An endorsement on a driver license permit which authorizes the operation of specified types of vehicles carrying specified loads.,aamva_d20,DriverLicensePermitEndorsementCodeType,aamva_d20:DriverLicensePermitEndorsementCodeType,,,
j,DriverLicensePermitQuantity,j:DriverLicensePermitQuantity,TRUE,FALSE,,,,A number of driver permits issued on a license.,niem-xs,nonNegativeInteger,niem-xs:nonNegativeInteger,,,
j,DriverLicensePermitRestriction,j:DriverLicensePermitRestriction,TRUE,FALSE,,,,A restriction on a driver license permit.,j,DriverLicensePermitRestrictionType,j:DriverLicensePermitRestrictionType,,,
j,DriverLicensePermitRestrictionAugmentationPoint,j:DriverLicensePermitRestrictionAugmentationPoint,TRUE,TRUE,,,,An augmentation point for type j:DriverLicensePermitRestrictionType,,,,,,
j,DriverLicensePermitRestrictionCode,j:DriverLicensePermitRestrictionCode,TRUE,FALSE,,,,A category of a driving restriction on a permit.,aamva_d20,DrivingPermitRestrictionCodeType,aamva_d20:DrivingPermitRestrictionCodeType,,,
j,DriverLicensePermitStatus,j:DriverLicensePermitStatus,TRUE,TRUE,,,,A data concept for a current status of an individuals driver license permit.,,,,,,
j,DriverLicensePermitStatusCode,j:DriverLicensePermitStatusCode,TRUE,FALSE,,,,A current status of an individuals driver license permit.,aamva_d20,DrivingStatusCodeType,aamva_d20:DrivingStatusCodeType,j,DriverLicensePermitStatus,j:DriverLicensePermitStatus
j,DriverLicensePermitStatusText,j:DriverLicensePermitStatusText,TRUE,FALSE,,,,A current status of an individuals driver license permit.,nc,TextType,nc:TextType,j,DriverLicensePermitStatus,j:DriverLicensePermitStatus
j,DriverLicensePerson,j:DriverLicensePerson,TRUE,FALSE,,,,A person to which a driver license or driver license permit is assigned.,nc,PersonType,nc:PersonType,,,
j,DriverLicenseREALIDCompliance,j:DriverLicenseREALIDCompliance,TRUE,TRUE,,,,A data concept for an indication of the degree to which a driver license or ID Card is compliant with the REAL ID A data concept for act.,,,,,,
j,DriverLicenseREALIDComplianceCode,j:DriverLicenseREALIDComplianceCode,TRUE,FALSE,,,,An indication of the degree to which a driver license or ID Card is compliant with the REAL ID Act.,j,DriverLicenseREALIDComplianceCodeType,j:DriverLicenseREALIDComplianceCodeType,j,DriverLicenseREALIDCompliance,j:DriverLicenseREALIDCompliance
j,DriverLicenseRestriction,j:DriverLicenseRestriction,TRUE,FALSE,,,,A restriction on a driver license.,j,DriverLicenseRestrictionType,j:DriverLicenseRestrictionType,,,
j,DriverLicenseRestrictionAugmentationPoint,j:DriverLicenseRestrictionAugmentationPoint,TRUE,TRUE,,,,An augmentation point for type j:DriverLicenseRestrictionType,,,,,,
j,DriverLicenseRestrictionCode,j:DriverLicenseRestrictionCode,TRUE,FALSE,,,,A category of a driving restriction on a license.,aamva_d20,DrivingRestrictionCodeType,aamva_d20:DrivingRestrictionCodeType,,,
j,DriverLicenseSkillsPerformanceEvaluationEffectiveDate,j:DriverLicenseSkillsPerformanceEvaluationEffectiveDate,TRUE,FALSE,,,,"A start date of the most recent variance of a medical certificate, due to a commercial driver's Skills Performance Evaluation.",nc,DateType,nc:DateType,,,
j,DriverLicenseSkillsPerformanceEvaluationExpirationDate,j:DriverLicenseSkillsPerformanceEvaluationExpirationDate,TRUE,FALSE,,,,"An expiration date of the most recent variance of a medical certificate, due to a commercial driver's Skills Performance Evaluation.",nc,DateType,nc:DateType,,,
j,DriverLicenseWaiverExemptEffectiveDate,j:DriverLicenseWaiverExemptEffectiveDate,TRUE,FALSE,,,,"A start date of the most recent variance of a medical certificate, due to a waiver or exemption.",nc,DateType,nc:DateType,,,
j,DriverLicenseWaiverExemptExpirationDate,j:DriverLicenseWaiverExemptExpirationDate,TRUE,FALSE,,,,"An expiration date of the most recent variance of a medical certificate, due to a waiver or exemption.",nc,DateType,nc:DateType,,,
j,DriverLicenseWaiverExemptExpirationIndefiniteIndicator,j:DriverLicenseWaiverExemptExpirationIndefiniteIndicator,TRUE,FALSE,,,,True if the expiration date of the most recent variance of a medical certificate is indefinite; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,DriverLicenseWithdrawal,j:DriverLicenseWithdrawal,TRUE,FALSE,,,,A driver license withdrawal.,j,DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalType,,,
j,DriverLicenseWithdrawalAction,j:DriverLicenseWithdrawalAction,TRUE,TRUE,,,,A data concept for a kind of driver license withdrawal action that was taken.,,,,,,
j,DriverLicenseWithdrawalActionCode,j:DriverLicenseWithdrawalActionCode,TRUE,FALSE,,,,A kind of driver license withdrawal action that was taken.,aamva_d20,DriverLicenseWithdrawalActionCodeType,aamva_d20:DriverLicenseWithdrawalActionCodeType,j,DriverLicenseWithdrawalAction,j:DriverLicenseWithdrawalAction
j,DriverLicenseWithdrawalActionText,j:DriverLicenseWithdrawalActionText,TRUE,FALSE,,,,A kind of driver license withdrawal action that was taken.,nc,TextType,nc:TextType,j,DriverLicenseWithdrawalAction,j:DriverLicenseWithdrawalAction
j,DriverLicenseWithdrawalAugmentationPoint,j:DriverLicenseWithdrawalAugmentationPoint,TRUE,TRUE,,,,An augmentation point for DriverLicenseWithdrawalType.,,,,,,
j,DriverLicenseWithdrawalBasis,j:DriverLicenseWithdrawalBasis,TRUE,TRUE,,,,A data concept for a basis for the withdrawal action for a driver.,,,,,,
j,DriverLicenseWithdrawalBasisCode,j:DriverLicenseWithdrawalBasisCode,TRUE,FALSE,,,,A basis for the withdrawal action for a driver.,aamva_d20,DriverLicenseWithdrawalBasisCodeType,aamva_d20:DriverLicenseWithdrawalBasisCodeType,j,DriverLicenseWithdrawalBasis,j:DriverLicenseWithdrawalBasis
j,DriverLicenseWithdrawalBasisText,j:DriverLicenseWithdrawalBasisText,TRUE,FALSE,,,,A basis for the withdrawal action for a driver.,nc,TextType,nc:TextType,j,DriverLicenseWithdrawalBasis,j:DriverLicenseWithdrawalBasis
j,DriverLicenseWithdrawalCode,j:DriverLicenseWithdrawalCode,TRUE,FALSE,,,,A reason for a driver license withdrawal.,aamva_d20,DrivingOffenseCodeType,aamva_d20:DrivingOffenseCodeType,j,DriverLicenseWithdrawalValue,j:DriverLicenseWithdrawalValue
j,DriverLicenseWithdrawalDueProcessStatus,j:DriverLicenseWithdrawalDueProcessStatus,TRUE,TRUE,,,,A data concept for a due process status of a withdrawal action.,,,,,,
j,DriverLicenseWithdrawalDueProcessStatusCode,j:DriverLicenseWithdrawalDueProcessStatusCode,TRUE,FALSE,,,,A due process status of a withdrawal action.,aamva_d20,DriverLicenseWithdrawalDueProcessStatusCodeType,aamva_d20:DriverLicenseWithdrawalDueProcessStatusCodeType,j,DriverLicenseWithdrawalDueProcessStatus,j:DriverLicenseWithdrawalDueProcessStatus
j,DriverLicenseWithdrawalDueProcessStatusText,j:DriverLicenseWithdrawalDueProcessStatusText,TRUE,FALSE,,,,A due process status of a withdrawal action.,nc,TextType,nc:TextType,j,DriverLicenseWithdrawalDueProcessStatus,j:DriverLicenseWithdrawalDueProcessStatus
j,DriverLicenseWithdrawalEffectiveDate,j:DriverLicenseWithdrawalEffectiveDate,TRUE,FALSE,,,,A date on which a driver license withdrawal becomes effective.,nc,DateType,nc:DateType,,,
j,DriverLicenseWithdrawalEligibility,j:DriverLicenseWithdrawalEligibility,TRUE,TRUE,,,,A data concept for an indication of when a driver is eligible to apply for reinstatement of those driving privileges withdrawn.,,,,,,
j,DriverLicenseWithdrawalEligibilityCode,j:DriverLicenseWithdrawalEligibilityCode,TRUE,FALSE,,,,An indication of when a driver is eligible to apply for reinstatement of those driving privileges withdrawn.,aamva_d20,DriverLicenseWithdrawalEligibilityCodeType,aamva_d20:DriverLicenseWithdrawalEligibilityCodeType,j,DriverLicenseWithdrawalEligibility,j:DriverLicenseWithdrawalEligibility
j,DriverLicenseWithdrawalEligibilityDate,j:DriverLicenseWithdrawalEligibilityDate,TRUE,FALSE,,,,A date on or after which a driver is eligible to apply for reinstatement of those driving privileges withdrawn.,nc,DateType,nc:DateType,,,
j,DriverLicenseWithdrawalExtent,j:DriverLicenseWithdrawalExtent,TRUE,TRUE,,,,A data concept for a portion of driving privileges being withdrawn.,,,,,,
j,DriverLicenseWithdrawalExtentCode,j:DriverLicenseWithdrawalExtentCode,TRUE,FALSE,,,,A portion of driving privileges being withdrawn.,aamva_d20,DriverLicenseWithdrawalExtentCodeType,aamva_d20:DriverLicenseWithdrawalExtentCodeType,j,DriverLicenseWithdrawalExtent,j:DriverLicenseWithdrawalExtent
j,DriverLicenseWithdrawalExtentText,j:DriverLicenseWithdrawalExtentText,TRUE,FALSE,,,,A portion of driving privileges being withdrawn.,nc,TextType,nc:TextType,j,DriverLicenseWithdrawalExtent,j:DriverLicenseWithdrawalExtent
j,DriverLicenseWithdrawalIssuingAuthority,j:DriverLicenseWithdrawalIssuingAuthority,TRUE,TRUE,,,,A data concept for a jurisdiction which withdrew driving privileges for a driver.,,,,,,
j,DriverLicenseWithdrawalIssuingAuthorityCode,j:DriverLicenseWithdrawalIssuingAuthorityCode,TRUE,FALSE,,,,A jurisdiction which withdrew driving privileges for a driver.,aamva_d20,JurisdictionAuthorityCodeType,aamva_d20:JurisdictionAuthorityCodeType,j,DriverLicenseWithdrawalIssuingAuthority,j:DriverLicenseWithdrawalIssuingAuthority
j,DriverLicenseWithdrawalIssuingAuthorityText,j:DriverLicenseWithdrawalIssuingAuthorityText,TRUE,FALSE,,,,A jurisdiction which withdrew driving privileges for a driver.,nc,TextType,nc:TextType,j,DriverLicenseWithdrawalIssuingAuthority,j:DriverLicenseWithdrawalIssuingAuthority
j,DriverLicenseWithdrawalLocatorReferenceIdentification,j:DriverLicenseWithdrawalLocatorReferenceIdentification,TRUE,FALSE,,,,A reference identification number for the organization that keeps the withdrawal records.,nc,IdentificationType,nc:IdentificationType,,,
j,DriverLicenseWithdrawalPendingIndicator,j:DriverLicenseWithdrawalPendingIndicator,TRUE,FALSE,,,,"True if a current licensing jurisdiction has an action pending that, if carried to completion, will cause a withdrawal of a specified driver privilege type; false otherwise.",niem-xs,boolean,niem-xs:boolean,,,
j,DriverLicenseWithdrawalReasonReference,j:DriverLicenseWithdrawalReasonReference,TRUE,TRUE,,,,A data concept for a withdrawal reason for future reference by the original State of Conviction.,,,,,,
j,DriverLicenseWithdrawalReasonReferenceCodeText,j:DriverLicenseWithdrawalReasonReferenceCodeText,TRUE,FALSE,,,,A withdrawal reason for future reference by the original State of Conviction.,nc,TextType,nc:TextType,j,DriverLicenseWithdrawalReasonReference,j:DriverLicenseWithdrawalReasonReference
j,DriverLicenseWithdrawalReinstatementDate,j:DriverLicenseWithdrawalReinstatementDate,TRUE,FALSE,,,,A date that the licensing privilege of an individual driver (which has been previously withdrawn) is reinstated.,nc,DateType,nc:DateType,,,
j,DriverLicenseWithdrawalText,j:DriverLicenseWithdrawalText,TRUE,FALSE,,,,A reason for the withdrawal.,nc,TextType,nc:TextType,j,DriverLicenseWithdrawalValue,j:DriverLicenseWithdrawalValue
j,DriverLicenseWithdrawalValue,j:DriverLicenseWithdrawalValue,TRUE,TRUE,,,,A data concept for a withdrawal value.,,,,,,
j,DrivingAccidentSeverity,j:DrivingAccidentSeverity,TRUE,TRUE,,,,"A data concept for a severity level of an accident, based on the most intense injury to any person or, if none were injured, so designating.",,,,,,
j,DrivingAccidentSeverityCode,j:DrivingAccidentSeverityCode,TRUE,FALSE,,,,"A severity level of an accident, based on the most intense injury to any person or, if none were injured, so designating.",aamva_d20,AccidentSeverityCodeType,aamva_d20:AccidentSeverityCodeType,j,DrivingAccidentSeverity,j:DrivingAccidentSeverity
j,DrivingAccidentSeverityText,j:DrivingAccidentSeverityText,TRUE,FALSE,,,,"A severity level of an accident, based on the most intense injury to any person or, if none were injured, so designating.",nc,TextType,nc:TextType,j,DrivingAccidentSeverity,j:DrivingAccidentSeverity
j,DrivingIncident,j:DrivingIncident,TRUE,FALSE,,,"This could be a traffic accident, speeding, reckless driving.",An incident involving a vehicle.,j,DrivingIncidentType,j:DrivingIncidentType,,,
j,DrivingIncidentAugmentationPoint,j:DrivingIncidentAugmentationPoint,TRUE,TRUE,,,,An augmentation point for DrivingIncidentType.,,,,,,
j,DrivingIncidentCMV,j:DrivingIncidentCMV,TRUE,TRUE,,,,A data concept for a determination of whether the incident occurred while the driver was operating a commercial vehicle.,,,,,,
j,DrivingIncidentCMVCode,j:DrivingIncidentCMVCode,TRUE,FALSE,,,,A determination of whether the incident occurred while the driver was operating a commercial vehicle.,aamva_d20,CMVCodeType,aamva_d20:CMVCodeType,j,DrivingIncidentCMV,j:DrivingIncidentCMV
j,DrivingIncidentCMVText,j:DrivingIncidentCMVText,TRUE,FALSE,,,,A determination of whether the incident occurred while the driver was operating a commercial vehicle.,nc,TextType,nc:TextType,j,DrivingIncidentCMV,j:DrivingIncidentCMV
j,DrivingIncidentCollisionIndicator,j:DrivingIncidentCollisionIndicator,TRUE,FALSE,,,,"True if a driving incident involved a collision with another vehicle, person, or object; false otherwise.",niem-xs,boolean,niem-xs:boolean,,,
j,DrivingIncidentDriverOwnershipIndicator,j:DrivingIncidentDriverOwnershipIndicator,TRUE,FALSE,,,,True if a driver owns the vehicle being driven in an incident; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,DrivingIncidentFemalePassengerQuantityText,j:DrivingIncidentFemalePassengerQuantityText,TRUE,FALSE,,,,A number of females in a vehicle excluding the driver when an incident occurred.,nc,TextType,nc:TextType,,,
j,DrivingIncidentHazMat,j:DrivingIncidentHazMat,TRUE,TRUE,,,,A data concept for a determination of whether the incident occurred while the driver was operating a commercial vehicle that was carrying hazardous materials (that required a placard).,,,,,,
j,DrivingIncidentHazMatCode,j:DrivingIncidentHazMatCode,TRUE,FALSE,,,,A determination of whether the incident occurred while the driver was operating a commercial vehicle that was carrying hazardous materials (that required a placard).,aamva_d20,HazMatCodeType,aamva_d20:HazMatCodeType,j,DrivingIncidentHazMat,j:DrivingIncidentHazMat
j,DrivingIncidentHazMatText,j:DrivingIncidentHazMatText,TRUE,FALSE,,,,A determination of whether the incident occurred while the driver was operating a commercial vehicle that was carrying hazardous materials (that required a placard).,nc,TextType,nc:TextType,j,DrivingIncidentHazMat,j:DrivingIncidentHazMat
j,DrivingIncidentJurisdiction,j:DrivingIncidentJurisdiction,TRUE,FALSE,,,,A jurisdiction in which an incident occurred.,nc,JurisdictionType,nc:JurisdictionType,,,
j,DrivingIncidentLaserDetectionIndicator,j:DrivingIncidentLaserDetectionIndicator,TRUE,FALSE,,,,True if a laser was involved in the detection of an incident; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,DrivingIncidentLegalSpeedRateMeasure,j:DrivingIncidentLegalSpeedRateMeasure,TRUE,FALSE,,,,A legally designated speed limit in the area where an incident occurred.,nc,MeasureType,nc:MeasureType,,,
j,DrivingIncidentLocatorReferenceIdentification,j:DrivingIncidentLocatorReferenceIdentification,TRUE,FALSE,,,,A reference identification number for the organization that keeps the incident report.,nc,IdentificationType,nc:IdentificationType,,,
j,DrivingIncidentMalePassengerQuantityText,j:DrivingIncidentMalePassengerQuantityText,TRUE,FALSE,,,,A number of males in a vehicle excluding the driver when an incident occurred.,nc,TextType,nc:TextType,,,
j,DrivingIncidentMobilePhoneIndicator,j:DrivingIncidentMobilePhoneIndicator,TRUE,FALSE,,,,True if a mobile phone being used was involved in an incident; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,DrivingIncidentPassenger,j:DrivingIncidentPassenger,TRUE,FALSE,,,,A person in a vehicle excluding the driver when an incident occurred.,nc,PersonType,nc:PersonType,,,
j,DrivingIncidentPassengerDescriptionText,j:DrivingIncidentPassengerDescriptionText,TRUE,FALSE,,,,A description of the people in a vehicle excluding the driver during the time of an incident.,nc,TextType,nc:TextType,,,
j,DrivingIncidentPassengerQuantityText,j:DrivingIncidentPassengerQuantityText,TRUE,FALSE,,,,A number of people in a vehicle excluding the driver when an incident occurred.,nc,TextType,nc:TextType,,,
j,DrivingIncidentRadarDetectionIndicator,j:DrivingIncidentRadarDetectionIndicator,TRUE,FALSE,,,,True if radar was involved in the detection of an incident; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,DrivingIncidentRecordedSpeedRateMeasure,j:DrivingIncidentRecordedSpeedRateMeasure,TRUE,FALSE,,,,A speed a vehicle was moving at when an incident occurred.,nc,MeasureType,nc:MeasureType,,,
j,DrivingIncidentRoadCategoryText,j:DrivingIncidentRoadCategoryText,TRUE,FALSE,,"highway, interstate, rural road",,A kind of road where an incident occurred.,nc,TextType,nc:TextType,,,
j,DrivingIncidentRoadDescriptionText,j:DrivingIncidentRoadDescriptionText,TRUE,FALSE,,,,A description of the road conditions during the time of an incident.,nc,TextType,nc:TextType,,,
j,DrivingIncidentTrafficDescriptionText,j:DrivingIncidentTrafficDescriptionText,TRUE,FALSE,,,,A description of the traffic conditions during the time of an incident.,nc,TextType,nc:TextType,,,
j,DrivingIncidentWeatherDescriptionText,j:DrivingIncidentWeatherDescriptionText,TRUE,FALSE,,,,A description of the weather during the time of an incident.,nc,TextType,nc:TextType,,,
j,DrivingOffenseCode,j:DrivingOffenseCode,TRUE,FALSE,,,,A driving offense designation as specified by the AAMVA Code Dictionary (ACD).,aamva_d20,DrivingOffenseCodeType,aamva_d20:DrivingOffenseCodeType,j,OffenseDesignation,j:OffenseDesignation
j,DrivingRestriction,j:DrivingRestriction,TRUE,FALSE,,,,A restriction applicable to a driver permit or license.,j,DrivingRestrictionType,j:DrivingRestrictionType,,,
j,DrivingRestrictionAugmentationPoint,j:DrivingRestrictionAugmentationPoint,TRUE,TRUE,,,,An augmentation point for DrivingRestrictionType.,,,,,,
j,DrivingRestrictionDescriptionText,j:DrivingRestrictionDescriptionText,TRUE,FALSE,,,,A description of the nature of a restriction,nc,TextType,nc:TextType,,,
j,DrivingRestrictionEndDate,j:DrivingRestrictionEndDate,TRUE,FALSE,,,,A date on which a special restriction ends.,nc,DateType,nc:DateType,,,
j,DrivingRestrictionText,j:DrivingRestrictionText,TRUE,FALSE,,,,A category of a driving restriction.,nc,TextType,nc:TextType,j,DrivingRestrictionValue,j:DrivingRestrictionValue
j,DrivingRestrictionValue,j:DrivingRestrictionValue,TRUE,TRUE,,,,A data concept for a driving restriction.,,,,,,
nc,Drug,nc:Drug,TRUE,FALSE,,,,A legal or illegal substance that can be used as a medicine or a narcotic.,nc,DrugType,nc:DrugType,,,
j,DrugAugmentation,j:DrugAugmentation,TRUE,FALSE,,,,Additional information about a drug.,j,DrugAugmentationType,j:DrugAugmentationType,nc,DrugAugmentationPoint,nc:DrugAugmentationPoint
nc,DrugAugmentationPoint,nc:DrugAugmentationPoint,TRUE,TRUE,,,,An augmentation point for DrugType.,,,,,,
j,DrugCategoryCode,j:DrugCategoryCode,TRUE,FALSE,,,,A kind of drug.,ucr,DrugCategoryCodeType,ucr:DrugCategoryCodeType,nc,SubstanceCategory,nc:SubstanceCategory
j,DrugCategoryDEACode,j:DrugCategoryDEACode,TRUE,FALSE,,,,A drug.,dea,DrugCategoryCodeType,dea:DrugCategoryCodeType,nc,SubstanceCategory,nc:SubstanceCategory
nc,DrugCode,nc:DrugCode,TRUE,FALSE,,,,A drug.,dea,DrugCodeType,dea:DrugCodeType,nc,SubstanceDesignator,nc:SubstanceDesignator
nc-3.0.2,DrugCode,nc-3.0.2:DrugCode,TRUE,FALSE,,,,A drug.,dea-3.0.1,DrugCodeType,dea-3.0.1:DrugCodeType,nc,SubstanceDesignator,nc:SubstanceDesignator
nc-3.0.3,DrugCode,nc-3.0.3:DrugCode,TRUE,FALSE,,,,A drug.,dea-3.0.2,DrugCodeType,dea-3.0.2:DrugCodeType,nc,SubstanceDesignator,nc:SubstanceDesignator
nc,DrugCoverageExceptionReasonText,nc:DrugCoverageExceptionReasonText,TRUE,FALSE,,,,A reason why a drug may be excluded from coverage by certain third-party programs.,nc,TextType,nc:TextType,,,
nc,DrugDaysSupplyQuantity,nc:DrugDaysSupplyQuantity,TRUE,FALSE,,,,A number of days a quantity of the drug will cover if used as directed or intended.,nc,QuantityType,nc:QuantityType,,,
j,DrugInvolvementSuspicion,j:DrugInvolvementSuspicion,TRUE,TRUE,,,,A data concept for a driver or non-motorist involved in the crash suspected by law enforcement to have used drugs.,,,,,,
j,DrugInvolvementSuspicionCode,j:DrugInvolvementSuspicionCode,TRUE,FALSE,,,,A driver or non-motorist involved in the crash suspected by law enforcement to have used drugs.,mmucc,StandardSelectionCodeType,mmucc:StandardSelectionCodeType,j,DrugInvolvementSuspicion,j:DrugInvolvementSuspicion
nc,DrugMeasure,nc:DrugMeasure,TRUE,FALSE,,,,A measurement of a quantity of drugs.,nc,MeasureType,nc:MeasureType,,,
j,DrugPrescribingOrganizationName,j:DrugPrescribingOrganizationName,TRUE,FALSE,,,,A name of a prescribing organization.,nc,TextType,nc:TextType,,,
j,DrugPrescribingPhysicianFullName,j:DrugPrescribingPhysicianFullName,TRUE,FALSE,,,,A name of a physician who provided written direction to use or consume medication.,nc,PersonNameTextType,nc:PersonNameTextType,,,
hs,DrugRelatedFelonIndicator,hs:DrugRelatedFelonIndicator,TRUE,FALSE,,,,True if a person is a drug-related felon; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
nc,DrugStrengthText,nc:DrugStrengthText,TRUE,FALSE,,,,A level of potency of a drug.,nc,TextType,nc:TextType,,,
j,DrugTest,j:DrugTest,TRUE,FALSE,,,,A test to determine a subject current or recent drug use.,j,DrugTestType,j:DrugTestType,,,
j,DrugTestAugmentationPoint,j:DrugTestAugmentationPoint,TRUE,TRUE,,,,An augmentation point for type j:DrugTestType,,,,,,
j,DrugTestCategory,j:DrugTestCategory,TRUE,TRUE,,,,A data concept for a kind of drug test.,,,,,,
j,DrugTestCategoryCode,j:DrugTestCategoryCode,TRUE,FALSE,,,,A kind of drug test.,mmucc,DrugTestCategoryCodeType,mmucc:DrugTestCategoryCodeType,j,DrugTestCategory,j:DrugTestCategory
j,DrugTestDrugSampleSizeQuantity,j:DrugTestDrugSampleSizeQuantity,TRUE,FALSE,,,,A count of the sample size for the drug test.,nc,QuantityType,nc:QuantityType,,,
j,DrugTestDrugTestedCategory,j:DrugTestDrugTestedCategory,TRUE,TRUE,,,,A data concept for a kind of drug specifically tested.,,,,,,
j,DrugTestDrugTestedCategoryText,j:DrugTestDrugTestedCategoryText,TRUE,FALSE,,,,A kind of drug specifically tested.,nc,TextType,nc:TextType,j,DrugTestDrugTestedCategory,j:DrugTestDrugTestedCategory
j,DrugTestResult,j:DrugTestResult,TRUE,TRUE,,,,A data concept for a result of a drug test.,,,,,,
j,DrugTestResultAugmentationPoint,j:DrugTestResultAugmentationPoint,TRUE,TRUE,,,,An augmentation point for type j:DrugTestResultType,,,,,,
j,DrugTestResultCode,j:DrugTestResultCode,TRUE,FALSE,,,,A result of a drug test.,mmucc,DrugTestResultCodeType,mmucc:DrugTestResultCodeType,j,DrugTestResult,j:DrugTestResult
j,DrugTestResultDrugMeasure,j:DrugTestResultDrugMeasure,TRUE,FALSE,,,,An amount of substance found in the drug sample.,nc,MeasureType,nc:MeasureType,,,
j,DrugTestResultOtherDrugText,j:DrugTestResultOtherDrugText,TRUE,FALSE,,,,A description of other drugs found in testing.,nc,TextType,nc:TextType,,,
j,DrugTestStatus,j:DrugTestStatus,TRUE,TRUE,,,,A data concept for a status of a drug test.,,,,,,
j,DrugTestStatusCode,j:DrugTestStatusCode,TRUE,FALSE,,,,A status of a drug test.,mmucc,DrugTestStatusCodeType,mmucc:DrugTestStatusCodeType,j,DrugTestStatus,j:DrugTestStatus
cyfs,DrugUseAgeMeasure,cyfs:DrugUseAgeMeasure,TRUE,FALSE,,,,An age at which the person first began using an illegal substance.,nc,MeasureType,nc:MeasureType,,,
j,DrugUseAssessment,j:DrugUseAssessment,TRUE,FALSE,,,,An assessment process to determine a subject's past drug use and/or dependency.,j,DrugUseAssessmentType,j:DrugUseAssessmentType,,,
j,DrugUseAssessmentAugmentationPoint,j:DrugUseAssessmentAugmentationPoint,TRUE,TRUE,,,,An augmentation point for type j:DrugUseAssessmentType,,,,,,
j,DrugUseAssessmentDrugDependencyIndicator,j:DrugUseAssessmentDrugDependencyIndicator,TRUE,FALSE,,,,True if the subject of assessment has a drug dependency; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,DrugUseAssessmentDrugFreeDuration,j:DrugUseAssessmentDrugFreeDuration,TRUE,FALSE,,,,A number of consecutive months an offender was determined to be free of narcotics.,niem-xs,duration,niem-xs:duration,,,
j,DrugUseAssessmentDrugTest,j:DrugUseAssessmentDrugTest,TRUE,FALSE,,,,A drug test used as part of an assessment.,j,DrugTestType,j:DrugTestType,,,
j,DrugUseAssessmentDrugTreatmentProgramsAttendedQuantity,j:DrugUseAssessmentDrugTreatmentProgramsAttendedQuantity,TRUE,FALSE,,,,A number of drug treatment programs attended by the subject.,nc,QuantityType,nc:QuantityType,,,
